Komuna,Shkollë,Profili,Viti,Klasa,Gjinia,Total
Gllogoc,Fehmi Lladrovci,Gjeolog ,2019-20,10,Femër,0
Gllogoc,Fehmi Lladrovci,Teknologjia e reciklimit,2019-20,10,Femër,16
Gllogoc,Fehmi Lladrovci,Laborant i kimisë,2019-20,10,Femër,22
Gllogoc,Fehmi Lladrovci,Mekanik i makinave,2019-20,10,Femër,0
Gllogoc,Fehmi Lladrovci,Instalues i ngrohjes dhe klimatizimit,2019-20,10,Femër,0
Gllogoc,Fehmi Lladrovci,Operator i prodhimit,2019-20,10,Femër,0
Gllogoc,Fehmi Lladrovci,Automekanik ,2019-20,10,Femër,0
Gllogoc,Fehmi Lladrovci,Arkitekturë,2019-20,10,Femër,11
Gllogoc,Fehmi Lladrovci,Teknologji ushqimore,2019-20,10,Femër,19
Gllogoc,Fehmi Lladrovci,Hortikulturë,2019-20,10,Femër,6
Gllogoc,Fehmi Lladrovci,Konfeksioner,2019-20,10,Femër,0
Gllogoc,Fehmi Lladrovci,Farmacist,2019-20,10,Femër,23
Gllogoc,Fehmi Lladrovci,Asistent infermier i përgjithshëm  ,2019-20,10,Femër,46
Gjilan,Zenel Hajdini,Shoqëror,2019-20,10,Femër,158
Gjilan,Mehmet Isai,Informatikë,2019-20,10,Femër,2
Gjilan,Mehmet Isai,Telekomunikacionit,2019-20,10,Femër,6
Gjilan,Mehmet Isai,Mekatronikë,2019-20,10,Femër,0
Gjilan,Mehmet Isai,Instalues elektrik,2019-20,10,Femër,0
Gjilan,Mehmet Isai,Komunikacioni rrugor,2019-20,10,Femër,5
Gjilan,Mehmet Isai,Teknologjia e reciklimit,2019-20,10,Femër,3
Gjilan,Mehmet Isai,Instalues i ngrohjes dhe klimatizimit,2019-20,10,Femër,0
Gjilan,Mehmet Isai,Automekanik ,2019-20,10,Femër,0
Gjilan,Mehmet Isai,Arkitekturë,2019-20,10,Femër,5
Gjilan,Mehmet Isai,Gjeodezi,2019-20,10,Femër,0
Gjilan,Mehmet Isai,Ndërtimtar,2019-20,10,Femër,3
Gjilan,Mehmet Isai,Dirigjimi kompjuterik i makinave,2019-20,10,Femër,0
Gjilan,Mehmet Isai,Hidroteknike me infrastrukturë rrugore,2019-20,10,Femër,0
Gjilan,Marin Barleti,Asistent i administratës,2019-20,10,Femër,0
Gjilan,Marin Barleti,Asistent juridik,2019-20,10,Femër,34
Gjilan,Marin Barleti,Bankier,2019-20,10,Femër,16
Gjilan,Marin Barleti,Kontabilist,2019-20,10,Femër,13
Gjilan,Marin Barleti,Shpediter -logjistikë / Doganier,2019-20,10,Femër,4
Gjilan,Marin Barleti,Tregtar me pakicë dhe shumicë,2019-20,10,Femër,0
Gjilan,Marin Barleti,Asistent marketingu,2019-20,10,Femër,9
Gjilan,Arbëria,Laborant i biologjisë ,2019-20,10,Femër,4
Gjilan,Arbëria,Teknologji ushqimore,2019-20,10,Femër,2
Gjilan,Arbëria,Hortikulturë,2019-20,10,Femër,4
Gjilan,Arbëria,Konfeksioner,2019-20,10,Femër,1
Gjilan,Arbëria,Pemëtari dhe vreshtari,2019-20,10,Femër,0
Gjilan,Arbëria,Blegtori,2019-20,10,Femër,0
Gjilan,Arbëria,Veterinar,2019-20,10,Femër,0
Gjilan,Arbëria,Mbrojtja e bimëve ,2019-20,10,Femër,1
Gjilan,Arbëria,Përpunim i mishit,2019-20,10,Femër,0
Gjilan,Arbëria,Përpunimi i pemëve dhe perimeve,2019-20,10,Femër,0
Gjilan,Arbëria,Kuzhinier,2019-20,10,Femër,2
Gjilan,Arbëria,Agrobiznesi,2019-20,10,Femër,3
Gjilan,Asllan Elezi,Asistent i stomatologjisë,2019-20,10,Femër,27
Gjilan,Asllan Elezi,Teknik i dhëmbëve,2019-20,10,Femër,20
Gjilan,Asllan Elezi,Farmacist,2019-20,10,Femër,30
Gjilan,Asllan Elezi,Asistent infermier i  mamisë,2019-20,10,Femër,0
Gjilan,Asllan Elezi,Asistent infermier i pediatrisë ,2019-20,10,Femër,27
Gjilan,Asllan Elezi,Asistent infermier i përgjithshëm  ,2019-20,10,Femër,121
Gjilan,Asllan Elezi,Laborant i shëndetësisë,2019-20,10,Femër,45
Gjilan,Sh m e Muzik,Lëmi e përgjithshme –bashkëpunëtor i përgjithshëm muzikor,2019-20,10,Femër,6
Gjilan,Sh m e Muzik,Lëmi artistike (instrumental),2019-20,10,Femër,3
Gjilan,Don Bosko,Shoqëror,2019-20,10,Femër,10
Gjilan,Don Bosko,Shkenca Natyrore,2019-20,10,Femër,10
Gjilan,Adem Kastrati,Dizajn tekstili dhe veshje,2019-20,10,Femër,15
Gjilan,Adem Kastrati,Dizajn enterieri,2019-20,10,Femër,4
Gjilan,Adem Kastrati,Dizajn grafik,2019-20,10,Femër,9
Gjilan,Adem Kastrati,Arti figurativ aplikativ,2019-20,10,Femër,8
Gjilan,Gjimnazi Natyror Gjilan,Shkenca Natyrore,2019-20,10,Femër,170
Dragash,Ruzhdi Berisha,Asistent juridik,2019-20,10,Femër,4
Dragash,Ruzhdi Berisha,Laborant i biologjisë ,2019-20,10,Femër,16
Dragash,Ruzhdi Berisha,Farmacist,2019-20,10,Femër,17
Dragash,Ruzhdi Berisha,Asistent infermier i përgjithshëm  ,2019-20,10,Femër,28
Dragash,Ruzhdi Berisha,Shoqëror,2019-20,10,Femër,6
Dragash,Ruzhdi Berisha,Shkenca Natyrore,2019-20,10,Femër,15
Dragash,Ruzhdi Berisha,Banka dhe sigurime,2019-20,10,Femër,0
Istog,Haxhi Zeka,Shoqëror,2019-20,10,Femër,83
Istog,Haxhi Zeka,Shkenca Natyrore,2019-20,10,Femër,88
Istog,Mithat Frashëri,Energjetikë,2019-20,10,Femër,0
Istog,Mithat Frashëri,Informatikë,2019-20,10,Femër,27
Istog,Mithat Frashëri,Telekomunikacionit,2019-20,10,Femër,17
Istog,Mithat Frashëri,Instalues elektrik,2019-20,10,Femër,0
Istog,Mithat Frashëri,Instalues i ngrohjes dhe klimatizimit,2019-20,10,Femër,0
Istog,Mithat Frashëri,Operator i prodhimit,2019-20,10,Femër,6
Istog,Mithat Frashëri,Metalpunues,2019-20,10,Femër,0
Istog,Mithat Frashëri,Automekanik ,2019-20,10,Femër,0
Istog,Mithat Frashëri,Ndërtimtar,2019-20,10,Femër,0
Istog,Mithat Frashëri,Asistent infermier i përgjithshëm  ,2019-20,10,Femër,27
Istog,Mithat Frashëri,Banka dhe sigurime,2019-20,10,Femër,0
Istog,Mithat Frashëri | 1,Saldator,2019-20,10,Femër,0
Istog,Mithat Frashëri | 1,Instalues i ngrohjes dhe klimatizimit,2019-20,10,Femër,0
Istog,Mithat Frashëri | 1,Automekanik ,2019-20,10,Femër,0
Istog,Mithat Frashëri | 1,Blegtori,2019-20,10,Femër,0
Kaçanik,Skenderbeu,Shoqëror,2019-20,10,Femër,34
Kaçanik,Skenderbeu,Shkenca Natyrore,2019-20,10,Femër,35
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Asistent juridik,2019-20,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Bankier,2019-20,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Kontabilist,2019-20,10,Femër,7
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Tregtar me pakicë dhe shumicë,2019-20,10,Femër,4
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Asistent marketingu,2019-20,10,Femër,11
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Informatikë,2019-20,10,Femër,4
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Telekomunikacionit,2019-20,10,Femër,5
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Instalues elektrik,2019-20,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Saldator,2019-20,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Instalues i ngrohjes dhe klimatizimit,2019-20,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Operator i prodhimit,2019-20,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Automekanik ,2019-20,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Instalues ujësjellësi dhe kanalizimi,2019-20,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Transport rrugor,2019-20,10,Femër,0
Klinë,Luigj Gurakuqi,Shoqëror,2019-20,10,Femër,105
Klinë,Luigj Gurakuqi,Shkenca Natyrore,2019-20,10,Femër,59
Klinë,Fehmi Agani,Kontabilist,2019-20,10,Femër,22
Klinë,Fehmi Agani,Informatikë,2019-20,10,Femër,3
Klinë,Fehmi Agani,Instalues elektrik,2019-20,10,Femër,0
Klinë,Fehmi Agani,Komunikacioni rrugor,2019-20,10,Femër,0
Klinë,Fehmi Agani,Gjeolog ,2019-20,10,Femër,16
Klinë,Fehmi Agani,Xehtar,2019-20,10,Femër,8
Klinë,Fehmi Agani,Laborant i biologjisë ,2019-20,10,Femër,0
Klinë,Fehmi Agani,Operator i prodhimit,2019-20,10,Femër,17
Klinë,Fehmi Agani,Automekanik ,2019-20,10,Femër,0
Klinë,Fehmi Agani,Instalues ujësjellësi dhe kanalizimi,2019-20,10,Femër,0
Klinë,Fehmi Agani,Ndërtimtar,2019-20,10,Femër,0
Klinë,Fehmi Agani,Teknologji ushqimore,2019-20,10,Femër,25
Klinë,Fehmi Agani,Hortikulturë,2019-20,10,Femër,0
Klinë,Fehmi Agani,Asistent infermier i përgjithshëm  ,2019-20,10,Femër,27
Klinë,Keka-Med,Farmacist,2019-20,10,Femër,0
Klinë,Keka-Med,Asistent infermier i përgjithshëm  ,2019-20,10,Femër,29
Fushë Kosovë ,Hivzi Sulejmani,Shoqëror,2019-20,10,Femër,57
Fushë Kosovë ,Hivzi Sulejmani,Shkenca Natyrore,2019-20,10,Femër,105
Fushë Kosovë ,Minatori,Energjetikë,2019-20,10,Femër,0
Fushë Kosovë ,Minatori,Informatikë,2019-20,10,Femër,5
Fushë Kosovë ,Minatori,Telekomunikacionit,2019-20,10,Femër,14
Fushë Kosovë ,Minatori,Xehtar,2019-20,10,Femër,0
Fushë Kosovë ,Hoxhë Kadri Prishtina,Asistent i administratës,2019-20,10,Femër,21
Fushë Kosovë ,Hoxhë Kadri Prishtina,Asistent juridik,2019-20,10,Femër,21
Fushë Kosovë ,Hoxhë Kadri Prishtina,Bankier,2019-20,10,Femër,34
Fushë Kosovë ,Hoxhë Kadri Prishtina,Kontabilist,2019-20,10,Femër,12
Fushë Kosovë ,Hoxhë Kadri Prishtina,Shpediter -logjistikë / Doganier,2019-20,10,Femër,9
Kamenicë,Ismail Qemali,Shoqëror,2019-20,10,Femër,19
Kamenicë,Ismail Qemali,Shkenca Natyrore,2019-20,10,Femër,34
Kamenicë,Andrea Durrsaku,Asistent i administratës,2019-20,10,Femër,0
Kamenicë,Andrea Durrsaku,Kontabilist,2019-20,10,Femër,0
Kamenicë,Andrea Durrsaku,Energjetikë,2019-20,10,Femër,0
Kamenicë,Andrea Durrsaku,Informatikë,2019-20,10,Femër,2
Kamenicë,Andrea Durrsaku,Laborant i kimisë,2019-20,10,Femër,0
Kamenicë,Andrea Durrsaku,Instalues i ngrohjes dhe klimatizimit,2019-20,10,Femër,0
Kamenicë,Andrea Durrsaku,Automekanik ,2019-20,10,Femër,0
Kamenicë,Andrea Durrsaku,Arkitekturë,2019-20,10,Femër,2
Kamenicë,Andrea Durrsaku,Banka dhe sigurime,2019-20,10,Femër,12
Kamenicë,Gimnazija,Shoqëror,2019-20,10,Femër,5
Kamenicë,Gimnazija,Shkenca Natyrore,2019-20,10,Femër,5
Kamenicë,Gimnazija,I gjuhëve,2019-20,10,Femër,5
Kamenicë,Tehniçka shkolla,Informatikë,2019-20,10,Femër,7
Kamenicë,Tehniçka shkolla,Laborant i kimisë,2019-20,10,Femër,0
Kamenicë,Tehniçka shkolla,Automekanik ,2019-20,10,Femër,0
Kamenicë,Sejdi Kryeziu,Asistent i administratës,2019-20,10,Femër,0
Kamenicë,Sejdi Kryeziu,Bankier,2019-20,10,Femër,7
Kamenicë,Sejdi Kryeziu,Informatikë,2019-20,10,Femër,0
Kamenicë,Sejdi Kryeziu,Komunikacioni rrugor,2019-20,10,Femër,4
Kamenicë,Sejdi Kryeziu,Teknologjia e materialit ndërtimor,2019-20,10,Femër,7
Kamenicë,Sejdi Kryeziu,Instalues i ngrohjes dhe klimatizimit,2019-20,10,Femër,0
Kamenicë,Sejdi Kryeziu,Shoqëror,2019-20,10,Femër,10
Kamenicë,Sejdi Kryeziu,Shkenca Natyrore,2019-20,10,Femër,6
Mitrovicë Jugore,Frang Bardhi,Shoqëror,2019-20,10,Femër,119
Mitrovicë Jugore,Frang Bardhi,Shkenca Natyrore,2019-20,10,Femër,120
Mitrovicë Jugore,Hasan Prishtina,Asistent i administratës,2019-20,10,Femër,15
Mitrovicë Jugore,Hasan Prishtina,Asistent juridik,2019-20,10,Femër,10
Mitrovicë Jugore,Hasan Prishtina,Organizator i aktiviteteve  shoqërore,2019-20,10,Femër,0
Mitrovicë Jugore,Hasan Prishtina,Bankier,2019-20,10,Femër,15
Mitrovicë Jugore,Hasan Prishtina,Kontabilist,2019-20,10,Femër,3
Mitrovicë Jugore,Hasan Prishtina,Shpediter -logjistikë / Doganier,2019-20,10,Femër,8
Mitrovicë Jugore,Hasan Prishtina,Tregtar me pakicë dhe shumicë,2019-20,10,Femër,10
Mitrovicë Jugore,Hasan Prishtina,Asistent marketingu,2019-20,10,Femër,0
Mitrovicë Jugore,Hasan Prishtina,Asistent finance,2019-20,10,Femër,12
Mitrovicë Jugore,Hasan Prishtina,Asistent i restorantit,2019-20,10,Femër,0
Mitrovicë Jugore,Hasan Prishtina,Asistent turistik,2019-20,10,Femër,10
Mitrovicë Jugore,Arkitekt Sinani,Energjetikë,2019-20,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Informatikë,2019-20,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Telekomunikacionit,2019-20,10,Femër,5
Mitrovicë Jugore,Arkitekt Sinani,Komunikacioni rrugor,2019-20,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Përfitues i metaleve,2019-20,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Gjeolog ,2019-20,10,Femër,14
Mitrovicë Jugore,Arkitekt Sinani,Laborant i kimisë,2019-20,10,Femër,6
Mitrovicë Jugore,Arkitekt Sinani,Instalues i ngrohjes dhe klimatizimit,2019-20,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Operator i prodhimit,2019-20,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Automekanik ,2019-20,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Arkitekturë,2019-20,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Ndërtimtar,2019-20,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Teknologji ushqimore,2019-20,10,Femër,10
Mitrovicë Jugore,Dr.Xheladin Deda,Laborant i biologjisë ,2019-20,10,Femër,0
Mitrovicë Jugore,Dr.Xheladin Deda,Asistent i stomatologjisë,2019-20,10,Femër,32
Mitrovicë Jugore,Dr.Xheladin Deda,Teknik i dhëmbëve,2019-20,10,Femër,38
Mitrovicë Jugore,Dr.Xheladin Deda,Asistent infermier i pediatrisë ,2019-20,10,Femër,0
Mitrovicë Jugore,Dr.Xheladin Deda,Asistent infermier i përgjithshëm  ,2019-20,10,Femër,165
Mitrovicë Jugore,Dr.Xheladin Deda,Asistent i ortopedisë,2019-20,10,Femër,0
Mitrovicë Jugore,Dr.Xheladin Deda,Teknik i farmacisë,2019-20,10,Femër,54
Mitrovicë Jugore,Dr.Xheladin Deda,Asistent i sigurisë ushqimore dhe dietave,2019-20,10,Femër,0
Mitrovicë Jugore,Dr.Xheladin Deda,Laborant i shëndetësisë,2019-20,10,Femër,26
Mitrovicë Jugore,Dr.Xheladin Deda,Fizioterapeut,2019-20,10,Femër,26
Mitrovicë Jugore,Tefta Tashko,Lëmi e përgjithshme –bashkëpunëtor i përgjithshëm muzikor,2019-20,10,Femër,5
Mitrovicë Jugore,Tefta Tashko,Lëmi artistike (instrumental),2019-20,10,Femër,2
Mitrovicë Jugore,Nëna Terezë,Rrobaqepës,2019-20,10,Femër,5
Mitrovicë Jugore,Nëna Terezë,Zdrukthëtar,2019-20,10,Femër,0
Mitrovicë Jugore,Kosovo Leadership Academy,I përgjithshëm,2019-20,10,Femër,6
Lipjan,Mehmet Akif,Shkenca Natyrore,2019-20,10,Femër,37
Lipjan,Ulpiana,Shoqëror,2019-20,10,Femër,128
Lipjan,Ulpiana,Shkenca Natyrore,2019-20,10,Femër,149
Lipjan,Ulpiana | 1,Shoqëror,2019-20,10,Femër,12
Lipjan,Ulpiana | 1,Shkenca Natyrore,2019-20,10,Femër,14
Lipjan,SHML Mikste,Bankier,2019-20,10,Femër,1
Lipjan,SHML Mikste,Mekanik i makinave,2019-20,10,Femër,0
Lipjan,SHML Mikste,Shoqëror,2019-20,10,Femër,12
Lipjan,SHML Mikste,Shkenca Natyrore,2019-20,10,Femër,14
Lipjan,Adem Gllavica,Asistent juridik,2019-20,10,Femër,42
Lipjan,Adem Gllavica,Bankier,2019-20,10,Femër,14
Lipjan,Adem Gllavica,Kontabilist,2019-20,10,Femër,9
Lipjan,Adem Gllavica,Asistent marketingu,2019-20,10,Femër,8
Lipjan,Adem Gllavica,Informatikë,2019-20,10,Femër,11
Lipjan,Adem Gllavica,Telekomunikacionit,2019-20,10,Femër,0
Lipjan,Adem Gllavica,Instalues elektrik,2019-20,10,Femër,0
Lipjan,Adem Gllavica,Komunikacioni rrugor,2019-20,10,Femër,0
Lipjan,Adem Gllavica,Laborant i kimisë,2019-20,10,Femër,0
Lipjan,Adem Gllavica,Instalues i ngrohjes dhe klimatizimit,2019-20,10,Femër,0
Lipjan,Adem Gllavica,Operator i prodhimit,2019-20,10,Femër,0
Lipjan,Adem Gllavica,Automekanik ,2019-20,10,Femër,0
Lipjan,Adem Gllavica,Instalues ujësjellësi dhe kanalizimi,2019-20,10,Femër,0
Lipjan,Adem Gllavica,Arkitekturë,2019-20,10,Femër,8
Lipjan,Adem Gllavica,Ndërtimtar,2019-20,10,Femër,7
Lipjan,Adem Gllavica,Hortikulturë,2019-20,10,Femër,9
Lipjan,Adem Gllavica,Blegtori,2019-20,10,Femër,0
Lipjan,Adem Gllavica,Agrobiznesi,2019-20,10,Femër,6
Lipjan,International Maarif Schools of Kosova,Shkenca Natyrore,2019-20,10,Femër,9
Lipjan,Shkolla Finlandeze SHPK,I përgjithshëm,2019-20,10,Femër,10
Novobërdë,Sh M Ekonomike,Bankier,2019-20,10,Femër,0
Novobërdë,Sh M Ekonomike,Kontabilist,2019-20,10,Femër,2
Novobërdë,Sh M Ekonomike,Tregtar me pakicë dhe shumicë,2019-20,10,Femër,3
Obiliq,Ismail Dumoshi,Bankier,2019-20,10,Femër,18
Obiliq,Ismail Dumoshi,Kontabilist,2019-20,10,Femër,12
Obiliq,Ismail Dumoshi,Energjetikë,2019-20,10,Femër,0
Obiliq,Ismail Dumoshi,Informatikë,2019-20,10,Femër,6
Obiliq,Ismail Dumoshi,Telekomunikacionit,2019-20,10,Femër,0
Obiliq,Ismail Dumoshi,Gjeolog ,2019-20,10,Femër,0
Obiliq,Ismail Dumoshi,Xehtar,2019-20,10,Femër,0
Obiliq,Ismail Dumoshi,Laborant i kimisë,2019-20,10,Femër,0
Obiliq,Ismail Dumoshi,Operator i prodhimit,2019-20,10,Femër,0
Obiliq,17 Shkurti,Shoqëror,2019-20,10,Femër,40
Obiliq,17 Shkurti,Shkenca Natyrore,2019-20,10,Femër,29
Rahovec,Xhelal Hajda Toni,Shoqëror,2019-20,10,Femër,20
Rahovec,Xhelal Hajda Toni,Shkenca Natyrore,2019-20,10,Femër,93
Rahovec,Ukshin Hoti,Kontabilist,2019-20,10,Femër,3
Rahovec,Ukshin Hoti,Shoqëror,2019-20,10,Femër,7
Rahovec,Ukshin Hoti,Shkenca Natyrore,2019-20,10,Femër,24
Rahovec,12 Maji,Asistent juridik,2019-20,10,Femër,0
Rahovec,12 Maji,Kontabilist,2019-20,10,Femër,6
Rahovec,12 Maji,Automekanik ,2019-20,10,Femër,0
Rahovec,12 Maji,Pemëtari dhe vreshtari,2019-20,10,Femër,0
Rahovec,12 Maji,Shoqëror,2019-20,10,Femër,12
Rahovec,12 Maji,Shkenca Natyrore,2019-20,10,Femër,45
Rahovec,Selajdin Mullaabazi-Mici,Asistent i administratës,2019-20,10,Femër,11
Rahovec,Selajdin Mullaabazi-Mici,Asistent juridik,2019-20,10,Femër,10
Rahovec,Selajdin Mullaabazi-Mici,Kontabilist,2019-20,10,Femër,8
Rahovec,Selajdin Mullaabazi-Mici,Tregtar me pakicë dhe shumicë,2019-20,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Instalues i ngrohjes dhe klimatizimit,2019-20,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Metalpunues,2019-20,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Automekanik ,2019-20,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Gjeodezi,2019-20,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Ndërtimtar,2019-20,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Teknologji ushqimore,2019-20,10,Femër,3
Rahovec,Selajdin Mullaabazi-Mici,Hortikulturë,2019-20,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Teknik i dhëmbëve,2019-20,10,Femër,22
Rahovec,Selajdin Mullaabazi-Mici,Farmacist,2019-20,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Asistent infermier i përgjithshëm  ,2019-20,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Teknik i Informatikës,2019-20,10,Femër,0
Pejë,Cambridge School,Shkenca Natyrore,2019-20,10,Femër,12
Pejë,Euro School,Asistent i stomatologjisë,2019-20,10,Femër,1
Pejë,Euro School,Farmacist,2019-20,10,Femër,5
Pejë,Euro School,Asistent infermier i përgjithshëm  ,2019-20,10,Femër,30
Pejë,Bedri Pejani,Shoqëror,2019-20,10,Femër,152
Pejë,Bedri Pejani,Shkenca Natyrore,2019-20,10,Femër,199
Pejë,Ali Hadri,Asistent i administratës,2019-20,10,Femër,15
Pejë,Ali Hadri,Asistent juridik,2019-20,10,Femër,16
Pejë,Ali Hadri,Bankier,2019-20,10,Femër,0
Pejë,Ali Hadri,Kontabilist,2019-20,10,Femër,11
Pejë,Ali Hadri,Shpediter -logjistikë / Doganier,2019-20,10,Femër,6
Pejë,Ali Hadri,Asistent marketingu,2019-20,10,Femër,12
Pejë,Ali Hadri,Asistent i hotelerisë,2019-20,10,Femër,6
Pejë,Ali Hadri,Teknologji ushqimore,2019-20,10,Femër,9
Pejë,Ali Hadri,Veterinar,2019-20,10,Femër,0
Pejë,Ali Hadri,Prodhuesit e kulturave të përziera dhe të kafshëve,2019-20,10,Femër,6
Pejë,Shaban Spahija,Energjetikë,2019-20,10,Femër,0
Pejë,Shaban Spahija,Informatikë,2019-20,10,Femër,14
Pejë,Shaban Spahija,Makina elektrike,2019-20,10,Femër,0
Pejë,Shaban Spahija,Telekomunikacionit,2019-20,10,Femër,16
Pejë,Shaban Spahija,Elektronikë konsumuese,2019-20,10,Femër,7
Pejë,Shaban Spahija,Instalues elektrik,2019-20,10,Femër,0
Pejë,Shaban Spahija,Komunikacioni rrugor,2019-20,10,Femër,0
Pejë,Shaban Spahija,Instalues i ngrohjes dhe klimatizimit,2019-20,10,Femër,0
Pejë,Shaban Spahija,Metalpunues,2019-20,10,Femër,0
Pejë,Shaban Spahija,Automekanik ,2019-20,10,Femër,0
Pejë,Shaban Spahija,Instalues ujësjellësi dhe kanalizimi,2019-20,10,Femër,0
Pejë,Shaban Spahija,Arkitekturë,2019-20,10,Femër,12
Pejë,Shaban Spahija,Gjeodezi,2019-20,10,Femër,1
Pejë,Shaban Spahija,Ndërtimtar,2019-20,10,Femër,0
Pejë,Shaban Spahija,Rrobaqepës,2019-20,10,Femër,28
Pejë,Shaban Spahija,Zdrukthëtar,2019-20,10,Femër,0
Pejë,Shaban Spahija,Dirigjimi kompjuterik i makinave,2019-20,10,Femër,0
Pejë,Shaban Spahija,Transport rrugor,2019-20,10,Femër,6
Pejë,Odhise Paskali,Dizajn tekstili dhe veshje,2019-20,10,Femër,17
Pejë,Odhise Paskali,Dizajn enterieri,2019-20,10,Femër,6
Pejë,Odhise Paskali,Dizajn grafik,2019-20,10,Femër,7
Pejë,Odhise Paskali,Teknik figurativ aplikativ,2019-20,10,Femër,13
Pejë,Odhise Paskali,Formësues i qeramikës,2019-20,10,Femër,8
Pejë,Sh.m. Mjekësisë,Teknik i dhëmbëve,2019-20,10,Femër,0
Pejë,Sh.m. Mjekësisë,Farmacist,2019-20,10,Femër,30
Pejë,Sh.m. Mjekësisë,Asistent infermier i pediatrisë ,2019-20,10,Femër,0
Pejë,Sh.m. Mjekësisë,Asistent infermier i përgjithshëm  ,2019-20,10,Femër,69
Pejë,Shk m Muzikës,Lëmi e përgjithshme –bashkëpunëtor i përgjithshëm muzikor,2019-20,10,Femër,11
Pejë,Xheladin Deda,Asistent i administratës,2019-20,10,Femër,2
Pejë,Xheladin Deda,Informatikë,2019-20,10,Femër,0
Podujevë,Fan S Noli,Energjetikë,2019-20,10,Femër,0
Podujevë,Fan S Noli,Informatikë,2019-20,10,Femër,10
Podujevë,Fan S Noli,Telekomunikacionit,2019-20,10,Femër,6
Podujevë,Fan S Noli,PTT,2019-20,10,Femër,8
Podujevë,Fan S Noli,Instalues elektrik,2019-20,10,Femër,0
Podujevë,Fan S Noli,Komunikacioni rrugor,2019-20,10,Femër,7
Podujevë,Fan S Noli,Instalues i ngrohjes dhe klimatizimit,2019-20,10,Femër,0
Podujevë,Fan S Noli,Automekanik ,2019-20,10,Femër,0
Podujevë,Fan S Noli,Arkitekturë,2019-20,10,Femër,4
Podujevë,Fan S Noli,Rrobaqepës,2019-20,10,Femër,17
Podujevë,Aleksandër Xhuvani,Shoqëror,2019-20,10,Femër,205
Podujevë,Aleksandër Xhuvani,Shkenca Natyrore,2019-20,10,Femër,142
Podujevë,Aleksandër Xhuvani | 1,Shoqëror,2019-20,10,Femër,11
Podujevë,Isa Boletini,Asistent juridik,2019-20,10,Femër,64
Podujevë,Isa Boletini,Bankier,2019-20,10,Femër,83
Podujevë,Isa Boletini,Kontabilist,2019-20,10,Femër,40
Podujevë,Isa Boletini,Shpediter -logjistikë / Doganier,2019-20,10,Femër,11
Podujevë,Isa Boletini,Teknologji ushqimore,2019-20,10,Femër,0
Podujevë,Isa Boletini,Asistent infermier i përgjithshëm  ,2019-20,10,Femër,46
Podujevë,Isa Boletini,Agrobiznesi,2019-20,10,Femër,9
Podujevë,Isa Boletini,Administrim biznesi,2019-20,10,Femër,45
Prishtinë,International School of Prishtina,I përgjithshëm,2019-20,10,Femër,4
Prishtinë,Mileniumi i Tretë,Shoqëror,2019-20,10,Femër,6
Prishtinë,Mileniumi i Tretë,Shkenca Natyrore,2019-20,10,Femër,7
Prishtinë,American School of Kosova,Shoqëror,2019-20,10,Femër,24
Prishtinë,American School of Kosova,Shkenca Natyrore,2019-20,10,Femër,11
Prishtinë,Arsimi i Shqipërisë,I përgjithshëm,2019-20,10,Femër,0
Prishtinë,Prishtina High School,I përgjithshëm,2019-20,10,Femër,36
Prishtinë,Don Bosko,Informatikë,2019-20,10,Femër,5
Prishtinë,Don Bosko,Telekomunikacionit,2019-20,10,Femër,3
