Komuna,Shkollë,Profili,Viti,Klasa,Gjinia,Total
Deçan,Vëllezërit Frashëri,Shoqëror,2017-18,10,Femër,68
Deçan,Vëllezërit Frashëri,Shkenca Natyrore,2017-18,10,Femër,83
Deçan,Tafil Kasumaj,Kontabilist,2017-18,10,Femër,19
Deçan,Tafil Kasumaj,Informatikë,2017-18,10,Femër,11
Deçan,Tafil Kasumaj,Mekatronikë,2017-18,10,Femër,2
Deçan,Tafil Kasumaj,Asistent i hotelerisë,2017-18,10,Femër,0
Deçan,Tafil Kasumaj,Mekanik i makinave,2017-18,10,Femër,0
Deçan,Tafil Kasumaj,Instalues ujësjellësi dhe kanalizimi,2017-18,10,Femër,0
Gjakovë,Shk f muz Prenk Jakova,Lëmi e përgjithshme –bashkëpunëtor i përgjithshëm muzikor,2017-18,10,Femër,13
Gjakovë,Shk f muz Prenk Jakova,Lëmi artistike (instrumental),2017-18,10,Femër,0
Gjakovë,Shk f muz Prenk Jakova,Interpretues - frymor,2017-18,10,Femër,1
Gjakovë,Hajdar Dushi,Shoqëror,2017-18,10,Femër,135
Gjakovë,Hajdar Dushi,Shkenca Natyrore,2017-18,10,Femër,145
Gjakovë,Hajdar Dushi | 1,Shoqëror,2017-18,10,Femër,2
Gjakovë,Hajdar Dushi | 2,Shoqëror,2017-18,10,Femër,4
Gjakovë,Hajdar Dushi | 3,Shoqëror,2017-18,10,Femër,6
Gjakovë,Asllan Berisha,Shoqëror,2017-18,10,Femër,7
Gjakovë,Asllan Berisha,I përgjithshëm,2017-18,10,Femër,0
Gjakovë,Asllan Berisha,Shkenca Natyrore,2017-18,10,Femër,16
Gjakovë,Hysni Zajmi,Teknik i dhëmbëve,2017-18,10,Femër,11
Gjakovë,Hysni Zajmi,Farmacist,2017-18,10,Femër,12
Gjakovë,Hysni Zajmi,Asistent infermier i  mamisë,2017-18,10,Femër,36
Gjakovë,Hysni Zajmi,Asistent infermier i pediatrisë ,2017-18,10,Femër,36
Gjakovë,Hysni Zajmi,Asistent infermier i përgjithshëm  ,2017-18,10,Femër,102
Gjakovë,Hysni Zajmi,Teknik i farmacisë,2017-18,10,Femër,0
Gjakovë,Hysni Zajmi,Laborant i shëndetësisë,2017-18,10,Femër,12
Gjakovë,Hysni Zajmi,Fizioterapeut,2017-18,10,Femër,9
Gjakovë,Kadri Kusari,Asistent i administratës,2017-18,10,Femër,16
Gjakovë,Kadri Kusari,Asistent juridik,2017-18,10,Femër,49
Gjakovë,Kadri Kusari,Asistent i sigurimeve,2017-18,10,Femër,20
Gjakovë,Kadri Kusari,Bankier,2017-18,10,Femër,53
Gjakovë,Kadri Kusari,Kontabilist,2017-18,10,Femër,20
Gjakovë,Kadri Kusari,Shpediter -logjistikë / Doganier,2017-18,10,Femër,5
Gjakovë,Kadri Kusari,Asistent i hotelerisë,2017-18,10,Femër,0
Gjakovë,Kadri Kusari,Teknologji ushqimore,2017-18,10,Femër,9
Gjakovë,Kadri Kusari,Hortikulturë,2017-18,10,Femër,6
Gjakovë,Kadri Kusari,Blegtori,2017-18,10,Femër,0
Gjakovë,Kadri Kusari,Veterinar,2017-18,10,Femër,0
Gjakovë,Nexhmedin Nixha,Energjetikë,2017-18,10,Femër,0
Gjakovë,Nexhmedin Nixha,Informatikë,2017-18,10,Femër,4
Gjakovë,Nexhmedin Nixha,Instalues elektrik,2017-18,10,Femër,0
Gjakovë,Nexhmedin Nixha,Komunikacioni rrugor,2017-18,10,Femër,0
Gjakovë,Nexhmedin Nixha,Operator i prodhimit,2017-18,10,Femër,0
Gjakovë,Nexhmedin Nixha,Automekanik ,2017-18,10,Femër,0
Gjakovë,Nexhmedin Nixha,Arkitekturë,2017-18,10,Femër,9
Gjakovë,Nexhmedin Nixha,Ndërtimtar,2017-18,10,Femër,2
Gjakovë,Nexhmedin Nixha,Rrobaqepës,2017-18,10,Femër,7
Gjakovë,Nexhmedin Nixha,Dizajn tekstili dhe veshje,2017-18,10,Femër,21
Gjakovë,Gjon Nikollë Kazazi,Informatikë,2017-18,10,Femër,0
Gjakovë,Gjon Nikollë Kazazi,Shkenca Natyrore,2017-18,10,Femër,6
Gjakovë,Gjon Nikollë Kazazi,Banka dhe shërbimet e sigurimeve,2017-18,10,Femër,0
Gjakovë,Gjon Nikollë Kazazi,Administrim biznesi,2017-18,10,Femër,7
Gjakovë,Mehmet Akif | 2,Shkenca Natyrore,2017-18,10,Femër,9
Gllogoc,Gjergj Kastriot Skënderbeu,Shoqëror,2017-18,10,Femër,118
Gllogoc,Gjergj Kastriot Skënderbeu,Shkenca Natyrore,2017-18,10,Femër,121
Gllogoc,Fehmi Lladrovci,Bankier,2017-18,10,Femër,35
Gllogoc,Fehmi Lladrovci,Kontabilist,2017-18,10,Femër,18
Gllogoc,Fehmi Lladrovci,Energjetikë,2017-18,10,Femër,0
Gllogoc,Fehmi Lladrovci,Informatikë,2017-18,10,Femër,24
Gllogoc,Fehmi Lladrovci,Telekomunikacionit,2017-18,10,Femër,16
Gllogoc,Fehmi Lladrovci,Mekatronikë,2017-18,10,Femër,9
Gllogoc,Fehmi Lladrovci,Komunikacioni rrugor,2017-18,10,Femër,2
Gllogoc,Fehmi Lladrovci,Përfitues i metaleve,2017-18,10,Femër,0
Gllogoc,Fehmi Lladrovci,Gjeolog ,2017-18,10,Femër,17
Gllogoc,Fehmi Lladrovci,Teknologjia e reciklimit,2017-18,10,Femër,23
Gllogoc,Fehmi Lladrovci,Laborant i kimisë,2017-18,10,Femër,28
Gllogoc,Fehmi Lladrovci,Mekanik i makinave,2017-18,10,Femër,0
Gllogoc,Fehmi Lladrovci,Instalues i ngrohjes dhe klimatizimit,2017-18,10,Femër,0
Gllogoc,Fehmi Lladrovci,Operator i prodhimit,2017-18,10,Femër,0
Gllogoc,Fehmi Lladrovci,Automekanik ,2017-18,10,Femër,0
Gllogoc,Fehmi Lladrovci,Arkitekturë,2017-18,10,Femër,17
Gllogoc,Fehmi Lladrovci,Teknologji ushqimore,2017-18,10,Femër,18
Gllogoc,Fehmi Lladrovci,Hortikulturë,2017-18,10,Femër,13
Gllogoc,Fehmi Lladrovci,Konfeksioner,2017-18,10,Femër,25
Gllogoc,Fehmi Lladrovci,Farmacist,2017-18,10,Femër,26
Gllogoc,Fehmi Lladrovci,Ndertimtari e ulet,2017-18,10,Femër,0
Gjilan,Zenel Hajdini,Shoqëror,2017-18,10,Femër,189
Gjilan,Mehmet Isai,Informatikë,2017-18,10,Femër,3
Gjilan,Mehmet Isai,Telekomunikacionit,2017-18,10,Femër,10
Gjilan,Mehmet Isai,Mekatronikë,2017-18,10,Femër,7
Gjilan,Mehmet Isai,Instalues elektrik,2017-18,10,Femër,0
Gjilan,Mehmet Isai,Komunikacioni rrugor,2017-18,10,Femër,12
Gjilan,Mehmet Isai,Teknologjia e reciklimit,2017-18,10,Femër,16
Gjilan,Mehmet Isai,Teknologjia e gomës dhe plastikës,2017-18,10,Femër,0
Gjilan,Mehmet Isai,Saldator,2017-18,10,Femër,0
Gjilan,Mehmet Isai,Instalues i ngrohjes dhe klimatizimit,2017-18,10,Femër,0
Gjilan,Mehmet Isai,Operator i prodhimit,2017-18,10,Femër,0
Gjilan,Mehmet Isai,Automekanik ,2017-18,10,Femër,0
Gjilan,Mehmet Isai,Arkitekturë,2017-18,10,Femër,12
Gjilan,Mehmet Isai,Gjeodezi,2017-18,10,Femër,0
Gjilan,Mehmet Isai,Ndërtimtar,2017-18,10,Femër,6
Gjilan,Marin Barleti,Asistent i administratës,2017-18,10,Femër,12
Gjilan,Marin Barleti,Asistent juridik,2017-18,10,Femër,21
Gjilan,Marin Barleti,Bankier,2017-18,10,Femër,20
Gjilan,Marin Barleti,Kontabilist,2017-18,10,Femër,14
Gjilan,Marin Barleti,Shpediter -logjistikë / Doganier,2017-18,10,Femër,0
Gjilan,Marin Barleti,Tregtar me pakicë dhe shumicë,2017-18,10,Femër,0
Gjilan,Marin Barleti,Asistent marketingu,2017-18,10,Femër,19
Gjilan,Marin Barleti,Asistent i hotelerisë,2017-18,10,Femër,0
Gjilan,Marin Barleti,Financa,2017-18,10,Femër,0
Gjilan,Arbëria,Laborant i biologjisë ,2017-18,10,Femër,0
Gjilan,Arbëria,Teknologji ushqimore,2017-18,10,Femër,16
Gjilan,Arbëria,Hortikulturë,2017-18,10,Femër,6
Gjilan,Arbëria,Konfeksioner,2017-18,10,Femër,12
Gjilan,Arbëria,Pemëtari dhe vreshtari,2017-18,10,Femër,4
Gjilan,Arbëria,Blegtori,2017-18,10,Femër,0
Gjilan,Arbëria,Veterinar,2017-18,10,Femër,0
Gjilan,Arbëria,Mbrojtja e bimëve ,2017-18,10,Femër,4
Gjilan,Arbëria,Kuzhinier,2017-18,10,Femër,0
Gjilan,Arbëria,Agrobiznesi,2017-18,10,Femër,0
Gjilan,Arbëria,Tjetër,2017-18,10,Femër,0
Gjilan,Asllan Elezi,Asistent i stomatologjisë,2017-18,10,Femër,23
Gjilan,Asllan Elezi,Teknik i dhëmbëve,2017-18,10,Femër,16
Gjilan,Asllan Elezi,Farmacist,2017-18,10,Femër,26
Gjilan,Asllan Elezi,Asistent infermier i  mamisë,2017-18,10,Femër,0
Gjilan,Asllan Elezi,Asistent infermier i pediatrisë ,2017-18,10,Femër,32
Gjilan,Asllan Elezi,Asistent infermier i përgjithshëm  ,2017-18,10,Femër,54
Gjilan,Asllan Elezi,Laborant i shëndetësisë,2017-18,10,Femër,48
Gjilan,Sh m e Muzik,Lëmi e përgjithshme –bashkëpunëtor i përgjithshëm muzikor,2017-18,10,Femër,7
Gjilan,Sh m e Muzik,Lëmi artistike (instrumental),2017-18,10,Femër,5
Gjilan,Don Bosko,I përgjithshëm,2017-18,10,Femër,24
Gjilan,Don Bosko,Administrim biznesi,2017-18,10,Femër,0
Gjilan,Adem Kastrati,Dizajn tekstili dhe veshje,2017-18,10,Femër,11
Gjilan,Adem Kastrati,Dizajn enterieri,2017-18,10,Femër,3
Gjilan,Adem Kastrati,Dizajn grafik,2017-18,10,Femër,9
Gjilan,Adem Kastrati,Arti figurativ aplikativ,2017-18,10,Femër,7
Gjilan,Gjimnazi Natyror Gjilan,Shkenca Natyrore,2017-18,10,Femër,187
Dragash,Ruzhdi Berisha,Asistent i administratës,2017-18,10,Femër,0
Dragash,Ruzhdi Berisha,Asistent juridik,2017-18,10,Femër,11
Dragash,Ruzhdi Berisha,Kontabilist,2017-18,10,Femër,0
Dragash,Ruzhdi Berisha,Laborant i biologjisë ,2017-18,10,Femër,11
Dragash,Ruzhdi Berisha,Farmacist,2017-18,10,Femër,26
Dragash,Ruzhdi Berisha,Shoqëror,2017-18,10,Femër,5
Dragash,Ruzhdi Berisha,I përgjithshëm,2017-18,10,Femër,0
Dragash,Ruzhdi Berisha,Shkenca Natyrore,2017-18,10,Femër,15
Dragash,Ruzhdi Berisha,Banka dhe sigurime,2017-18,10,Femër,3
Dragash,Ruzhdi Berisha,Infermier i përgjithshëm,2017-18,10,Femër,28
Istog,Haxhi Zeka,Shoqëror,2017-18,10,Femër,91
Istog,Haxhi Zeka,Shkenca Natyrore,2017-18,10,Femër,111
Istog,Mithat Frashëri,Energjetikë,2017-18,10,Femër,5
Istog,Mithat Frashëri,Informatikë,2017-18,10,Femër,11
Istog,Mithat Frashëri,Telekomunikacionit,2017-18,10,Femër,0
Istog,Mithat Frashëri,Instalues elektrik,2017-18,10,Femër,0
Istog,Mithat Frashëri,Instalues i ngrohjes dhe klimatizimit,2017-18,10,Femër,0
Istog,Mithat Frashëri,Operator i prodhimit,2017-18,10,Femër,11
Istog,Mithat Frashëri,Metalpunues,2017-18,10,Femër,0
Istog,Mithat Frashëri,Automekanik ,2017-18,10,Femër,0
Istog,Mithat Frashëri,Ndërtimtar,2017-18,10,Femër,0
Istog,Mithat Frashëri,Banka dhe sigurime,2017-18,10,Femër,12
Istog,Mithat Frashëri | 1,Saldator,2017-18,10,Femër,0
Istog,Mithat Frashëri | 1,Instalues i ngrohjes dhe klimatizimit,2017-18,10,Femër,0
Istog,Mithat Frashëri | 1,Automekanik ,2017-18,10,Femër,0
Istog,Mithat Frashëri | 1,Blegtori,2017-18,10,Femër,0
Kaçanik,Skenderbeu,Shoqëror,2017-18,10,Femër,0
Kaçanik,Skenderbeu,Shkenca Natyrore,2017-18,10,Femër,19
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Asistent juridik,2017-18,10,Femër,18
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Tregtar me pakicë dhe shumicë,2017-18,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Asistent marketingu,2017-18,10,Femër,15
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Informatikë,2017-18,10,Femër,5
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Telekomunikacionit,2017-18,10,Femër,13
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Instalues elektrik,2017-18,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Saldator,2017-18,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Instalues i ngrohjes dhe klimatizimit,2017-18,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Automekanik ,2017-18,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Instalues ujësjellësi dhe kanalizimi,2017-18,10,Femër,0
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Banka dhe sigurime,2017-18,10,Femër,11
Kaçanik,Feriz Guri dhe Vëllezërit Çaka,Transport rrugor,2017-18,10,Femër,0
Klinë,Luigj Gurakuqi,Shoqëror,2017-18,10,Femër,116
Klinë,Luigj Gurakuqi,Shkenca Natyrore,2017-18,10,Femër,89
Klinë,Fehmi Agani,Kontabilist,2017-18,10,Femër,0
Klinë,Fehmi Agani,Informatikë,2017-18,10,Femër,19
Klinë,Fehmi Agani,Instalues elektrik,2017-18,10,Femër,0
Klinë,Fehmi Agani,Komunikacioni rrugor,2017-18,10,Femër,2
Klinë,Fehmi Agani,Gjeolog ,2017-18,10,Femër,15
Klinë,Fehmi Agani,Xehtar,2017-18,10,Femër,10
Klinë,Fehmi Agani,Laborant i biologjisë ,2017-18,10,Femër,0
Klinë,Fehmi Agani,Operator i prodhimit,2017-18,10,Femër,44
Klinë,Fehmi Agani,Automekanik ,2017-18,10,Femër,0
Klinë,Fehmi Agani,Instalues ujësjellësi dhe kanalizimi,2017-18,10,Femër,0
Klinë,Fehmi Agani,Ndërtimtar,2017-18,10,Femër,0
Klinë,Fehmi Agani,Teknologji ushqimore,2017-18,10,Femër,0
Klinë,Fehmi Agani,Hortikulturë,2017-18,10,Femër,17
Klinë,Keka-Med,Asistent i stomatologjisë,2017-18,10,Femër,0
Klinë,Keka-Med,Farmacist,2017-18,10,Femër,0
Klinë,Keka-Med,Asistent infermier i përgjithshëm  ,2017-18,10,Femër,22
Fushë Kosovë ,Hivzi Sulejmani,Shoqëror,2017-18,10,Femër,73
Fushë Kosovë ,Hivzi Sulejmani,Shkenca Natyrore,2017-18,10,Femër,101
Fushë Kosovë ,Minatori,Energjetikë,2017-18,10,Femër,0
Fushë Kosovë ,Minatori,Informatikë,2017-18,10,Femër,9
Fushë Kosovë ,Minatori,Telekomunikacionit,2017-18,10,Femër,12
Fushë Kosovë ,Minatori,Xehtar,2017-18,10,Femër,0
Fushë Kosovë ,Hoxhë Kadri Prishtina,Asistent i administratës,2017-18,10,Femër,16
Fushë Kosovë ,Hoxhë Kadri Prishtina,Asistent juridik,2017-18,10,Femër,35
Fushë Kosovë ,Hoxhë Kadri Prishtina,Bankier,2017-18,10,Femër,30
Fushë Kosovë ,Hoxhë Kadri Prishtina,Kontabilist,2017-18,10,Femër,30
Fushë Kosovë ,Hoxhë Kadri Prishtina,Shpediter -logjistikë / Doganier,2017-18,10,Femër,5
Kamenicë,Ismail Qemali,Shoqëror,2017-18,10,Femër,38
Kamenicë,Ismail Qemali,Shkenca Natyrore,2017-18,10,Femër,40
Kamenicë,Andrea Durrsaku,Asistent i administratës,2017-18,10,Femër,8
Kamenicë,Andrea Durrsaku,Kontabilist,2017-18,10,Femër,0
Kamenicë,Andrea Durrsaku,Energjetikë,2017-18,10,Femër,0
Kamenicë,Andrea Durrsaku,Informatikë,2017-18,10,Femër,5
Kamenicë,Andrea Durrsaku,Telekomunikacionit,2017-18,10,Femër,0
Kamenicë,Andrea Durrsaku,Laborant i kimisë,2017-18,10,Femër,2
Kamenicë,Andrea Durrsaku,Instalues i ngrohjes dhe klimatizimit,2017-18,10,Femër,0
Kamenicë,Andrea Durrsaku,Automekanik ,2017-18,10,Femër,0
Kamenicë,Andrea Durrsaku,Arkitekturë,2017-18,10,Femër,5
Kamenicë,Andrea Durrsaku,Banka dhe sigurime,2017-18,10,Femër,6
Kamenicë,Gimnazija,Shoqëror,2017-18,10,Femër,0
Kamenicë,Gimnazija,I përgjithshëm,2017-18,10,Femër,5
Kamenicë,Tehniçka shkolla,Informatikë,2017-18,10,Femër,0
Kamenicë,Tehniçka shkolla,Laborant i kimisë,2017-18,10,Femër,8
Kamenicë,Tehniçka shkolla,Mekanik i makinave,2017-18,10,Femër,0
Kamenicë,Tehniçka shkolla,Automekanik ,2017-18,10,Femër,0
Kamenicë,Sejdi Kryeziu,Asistent i administratës,2017-18,10,Femër,0
Kamenicë,Sejdi Kryeziu,Bankier,2017-18,10,Femër,10
Kamenicë,Sejdi Kryeziu,Informatikë,2017-18,10,Femër,0
Kamenicë,Sejdi Kryeziu,Komunikacioni rrugor,2017-18,10,Femër,0
Kamenicë,Sejdi Kryeziu,Teknologjia e materialit ndërtimor,2017-18,10,Femër,7
Kamenicë,Sejdi Kryeziu,Instalues i ngrohjes dhe klimatizimit,2017-18,10,Femër,0
Kamenicë,Sejdi Kryeziu,Shoqëror,2017-18,10,Femër,24
Kamenicë,Sejdi Kryeziu,Shkenca Natyrore,2017-18,10,Femër,27
Mitrovicë Jugore,Frang Bardhi,Shoqëror,2017-18,10,Femër,151
Mitrovicë Jugore,Frang Bardhi,Shkenca Natyrore,2017-18,10,Femër,171
Mitrovicë Jugore,Hasan Prishtina,Asistent i administratës,2017-18,10,Femër,20
Mitrovicë Jugore,Hasan Prishtina,Asistent juridik,2017-18,10,Femër,18
Mitrovicë Jugore,Hasan Prishtina,Organizator i aktiviteteve  shoqërore,2017-18,10,Femër,0
Mitrovicë Jugore,Hasan Prishtina,Bankier,2017-18,10,Femër,31
Mitrovicë Jugore,Hasan Prishtina,Kontabilist,2017-18,10,Femër,33
Mitrovicë Jugore,Hasan Prishtina,Shpediter -logjistikë / Doganier,2017-18,10,Femër,16
Mitrovicë Jugore,Hasan Prishtina,Tregtar me pakicë dhe shumicë,2017-18,10,Femër,17
Mitrovicë Jugore,Hasan Prishtina,Asistent finance,2017-18,10,Femër,30
Mitrovicë Jugore,Hasan Prishtina,Asistent i hotelerisë,2017-18,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Energjetikë,2017-18,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Informatikë,2017-18,10,Femër,2
Mitrovicë Jugore,Arkitekt Sinani,Telekomunikacionit,2017-18,10,Femër,3
Mitrovicë Jugore,Arkitekt Sinani,Komunikacioni rrugor,2017-18,10,Femër,3
Mitrovicë Jugore,Arkitekt Sinani,Përfitues i metaleve,2017-18,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Gjeolog ,2017-18,10,Femër,10
Mitrovicë Jugore,Arkitekt Sinani,Xehtar,2017-18,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Laborant i kimisë,2017-18,10,Femër,2
Mitrovicë Jugore,Arkitekt Sinani,Instalues i ngrohjes dhe klimatizimit,2017-18,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Operator i prodhimit,2017-18,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Automekanik ,2017-18,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Arkitekturë,2017-18,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Ndërtimtar,2017-18,10,Femër,0
Mitrovicë Jugore,Arkitekt Sinani,Teknologji ushqimore,2017-18,10,Femër,7
Mitrovicë Jugore,Dr.Xheladin Deda,Asistent i stomatologjisë,2017-18,10,Femër,32
Mitrovicë Jugore,Dr.Xheladin Deda,Teknik i dhëmbëve,2017-18,10,Femër,19
Mitrovicë Jugore,Dr.Xheladin Deda,Farmacist,2017-18,10,Femër,43
Mitrovicë Jugore,Dr.Xheladin Deda,Asistent infermier i  mamisë,2017-18,10,Femër,0
Mitrovicë Jugore,Dr.Xheladin Deda,Asistent infermier i pediatrisë ,2017-18,10,Femër,0
Mitrovicë Jugore,Dr.Xheladin Deda,Asistent infermier i përgjithshëm  ,2017-18,10,Femër,100
Mitrovicë Jugore,Dr.Xheladin Deda,Asistent i sigurisë ushqimore dhe dietave,2017-18,10,Femër,0
Mitrovicë Jugore,Dr.Xheladin Deda,Asistent i ortopedisë,2017-18,10,Femër,20
Mitrovicë Jugore,Dr.Xheladin Deda,Laborant i shëndetësisë,2017-18,10,Femër,45
Mitrovicë Jugore,Dr.Xheladin Deda,Fizioterapeut,2017-18,10,Femër,21
Mitrovicë Jugore,Tefta Tashko,Lëmi e përgjithshme –bashkëpunëtor i përgjithshëm muzikor,2017-18,10,Femër,8
Mitrovicë Jugore,Tefta Tashko,Lëmi artistike (instrumental),2017-18,10,Femër,0
Mitrovicë Jugore,Nëna Terezë,Informatikë,2017-18,10,Femër,2
Mitrovicë Jugore,Nëna Terezë,Rrobaqepës,2017-18,10,Femër,0
Mitrovicë Jugore,Nëna Terezë,Zdrukthëtar,2017-18,10,Femër,0
Mitrovicë Jugore,Kosovo Leadership Academy,I përgjithshëm,2017-18,10,Femër,5
Lipjan,Mehmet Akif,Shkenca Natyrore,2017-18,10,Femër,32
Lipjan,Ulpiana,Shoqëror,2017-18,10,Femër,141
Lipjan,Ulpiana,Shkenca Natyrore,2017-18,10,Femër,144
Lipjan,Ulpiana | 1,Shoqëror,2017-18,10,Femër,13
Lipjan,Ulpiana | 1,Shkenca Natyrore,2017-18,10,Femër,23
Lipjan,SHML Mikste,Bankier,2017-18,10,Femër,3
Lipjan,SHML Mikste,Mekanik i makinave,2017-18,10,Femër,0
Lipjan,SHML Mikste,Shoqëror,2017-18,10,Femër,9
Lipjan,SHML Mikste,Shkenca Natyrore,2017-18,10,Femër,10
Lipjan,Adem Gllavica,Asistent i administratës,2017-18,10,Femër,0
Lipjan,Adem Gllavica,Asistent juridik,2017-18,10,Femër,48
Lipjan,Adem Gllavica,Bankier,2017-18,10,Femër,10
Lipjan,Adem Gllavica,Kontabilist,2017-18,10,Femër,20
Lipjan,Adem Gllavica,Tregtar me pakicë dhe shumicë,2017-18,10,Femër,0
Lipjan,Adem Gllavica,Informatikë,2017-18,10,Femër,5
Lipjan,Adem Gllavica,Telekomunikacionit,2017-18,10,Femër,5
Lipjan,Adem Gllavica,Instalues elektrik,2017-18,10,Femër,0
Lipjan,Adem Gllavica,Komunikacioni rrugor,2017-18,10,Femër,0
Lipjan,Adem Gllavica,Laborant i kimisë,2017-18,10,Femër,22
Lipjan,Adem Gllavica,Saldator,2017-18,10,Femër,0
Lipjan,Adem Gllavica,Instalues i ngrohjes dhe klimatizimit,2017-18,10,Femër,0
Lipjan,Adem Gllavica,Operator i prodhimit,2017-18,10,Femër,7
Lipjan,Adem Gllavica,Automekanik ,2017-18,10,Femër,0
Lipjan,Adem Gllavica,Instalues ujësjellësi dhe kanalizimi,2017-18,10,Femër,0
Lipjan,Adem Gllavica,Arkitekturë,2017-18,10,Femër,0
Lipjan,Adem Gllavica,Ndërtimtar,2017-18,10,Femër,0
Lipjan,Adem Gllavica,Hortikulturë,2017-18,10,Femër,13
Lipjan,Adem Gllavica,Blegtori,2017-18,10,Femër,0
Lipjan,Adem Gllavica,Mbrojtja e bimëve ,2017-18,10,Femër,0
Lipjan,Adem Gllavica,Agrobiznesi,2017-18,10,Femër,14
Lipjan,Adem Gllavica,Administrim zyre,2017-18,10,Femër,0
Lipjan,International Maarif Schools of Kosova,Shkenca Natyrore,2017-18,10,Femër,4
Novobërdë,Sh M Ekonomike,Bankier,2017-18,10,Femër,12
Novobërdë,Sh M Ekonomike,Tregtar me pakicë dhe shumicë,2017-18,10,Femër,0
Obiliq,Ismail Dumoshi,Bankier,2017-18,10,Femër,16
Obiliq,Ismail Dumoshi,Kontabilist,2017-18,10,Femër,0
Obiliq,Ismail Dumoshi,Energjetikë,2017-18,10,Femër,3
Obiliq,Ismail Dumoshi,Informatikë,2017-18,10,Femër,8
Obiliq,Ismail Dumoshi,Telekomunikacionit,2017-18,10,Femër,13
Obiliq,Ismail Dumoshi,Gjeolog ,2017-18,10,Femër,12
Obiliq,Ismail Dumoshi,Xehtar,2017-18,10,Femër,0
Obiliq,Ismail Dumoshi,Laborant i kimisë,2017-18,10,Femër,13
Obiliq,Ismail Dumoshi,Operator i prodhimit,2017-18,10,Femër,2
Obiliq,17 Shkurti,Shoqëror,2017-18,10,Femër,34
Obiliq,17 Shkurti,Shkenca Natyrore,2017-18,10,Femër,36
Rahovec,Xhelal Hajda Toni,Shoqëror,2017-18,10,Femër,67
Rahovec,Xhelal Hajda Toni,Shkenca Natyrore,2017-18,10,Femër,97
Rahovec,Ukshin Hoti,Kontabilist,2017-18,10,Femër,0
Rahovec,Ukshin Hoti,Shoqëror,2017-18,10,Femër,18
Rahovec,Ukshin Hoti,Shkenca Natyrore,2017-18,10,Femër,49
Rahovec,12 Maji,Asistent juridik,2017-18,10,Femër,0
Rahovec,12 Maji,Kontabilist,2017-18,10,Femër,0
Rahovec,12 Maji,Automekanik ,2017-18,10,Femër,0
Rahovec,12 Maji,Pemëtari dhe vreshtari,2017-18,10,Femër,0
Rahovec,12 Maji,Shoqëror,2017-18,10,Femër,16
Rahovec,12 Maji,Shkenca Natyrore,2017-18,10,Femër,42
Rahovec,Selajdin Mullaabazi-Mici,Asistent juridik,2017-18,10,Femër,8
Rahovec,Selajdin Mullaabazi-Mici,Kontabilist,2017-18,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Tregtar me pakicë dhe shumicë,2017-18,10,Femër,8
Rahovec,Selajdin Mullaabazi-Mici,Asistent i restorantit,2017-18,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Mekanik i makinave,2017-18,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Instalues i ngrohjes dhe klimatizimit,2017-18,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Instalues ujësjellësi dhe kanalizimi,2017-18,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Ndërtimtar,2017-18,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Teknologji ushqimore,2017-18,10,Femër,4
Rahovec,Selajdin Mullaabazi-Mici,Hortikulturë,2017-18,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Asistent i stomatologjisë,2017-18,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Teknik i dhëmbëve,2017-18,10,Femër,0
Rahovec,Selajdin Mullaabazi-Mici,Farmacist,2017-18,10,Femër,28
Rahovec,Selajdin Mullaabazi-Mici,Teknik i Informatikës,2017-18,10,Femër,1
Pejë,Cambridge School,Shkenca Natyrore,2017-18,10,Femër,9
Pejë,Euro School,Asistent i stomatologjisë,2017-18,10,Femër,0
Pejë,Euro School,Farmacist,2017-18,10,Femër,2
Pejë,Euro School,Asistent infermier i përgjithshëm  ,2017-18,10,Femër,4
Pejë,Euro School,Shkenca Natyrore,2017-18,10,Femër,0
Pejë,Bedri Pejani,Shoqëror,2017-18,10,Femër,142
